notice_name,document_number,document_date,organization,url,match_reason
地下貯槽により貯蔵される液化石油ガスの貯蔵又は処理に供する建築物に係る建築基準法第四八条第四項から第一〇項までの規定に関する許可の運用について,国住街第二〇五号,2001-03-23,住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000292/81000292.html,strong_accept: 建築基準法
建築基準法の規定に基づく国土交通大臣の承認の基準について,国住街第八四号,2001-02-19,住宅局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000290/81000290.html,strong_accept: 建築基準法
建築基準法の規定に基づく国土交通大臣の承認の基準について,国住街第八四—二号,2001-02-19,住宅局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000291/81000291.html,strong_accept: 建築基準法
建築工事監理業務委託共通仕様書の制定について,国営技第六号,2001-02-15,大臣官房官庁営繕部長通知,http://www.mlit.go.jp/notice/noticedata/sgml/011/74000301/74000301.html,strong_accept: 工事監理
建築工事監理業務委託の基本方針について,国営計第二九号,2001-02-15,官庁営繕部営繕計画課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/010/74000300/74000300.html,strong_accept: 工事監理
建築工事監理業務委託契約書の運用基準の制定について,国官地第三—三号,2001-02-15,官房長通知,http://www.mlit.go.jp/notice/noticedata/sgml/010/74000299/74000299.html,strong_accept: 工事監理
建築工事監理業務委託契約書の制定について,国官地第三—二号,2001-02-15,事務次官通知,http://www.mlit.go.jp/notice/noticedata/sgml/010/74000298/74000298.html,strong_accept: 工事監理
鋼材等及び溶接部の許容応力度並びに材料強度の基準強度を定める件,建設省告示第二千四百六十四号,2000-12-26,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006510.pdf,priority_accept_org: 建築指導課
高力ボルトの基準張力、引張接合部の引張りの許容応力度及び材料強度の基準強度を定める件,建設省告示第二千四百六十六号,2000-12-26,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006511.pdf,priority_accept_org: 建築指導課
免震建築物の構造方法に関する安全上必要な技術的基準を定める等の件,建設省告示第二千九号,2000-10-17,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006509.pdf,priority_accept_org: 建築指導課
経営再建中の建設業者に係る建設業法上の事務の取扱いについて,建設省経建発第一一一号,2000-06-01,建設経済局建設業課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/006/74000153/74000153.html,strong_accept: 建設業法
建築基準法の一部を改正する法律の施行について,建設省住指発第六八二号,2000-06-01,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000288/81000288.html,priority_accept_org: 建築指導課
炭素鋼のボルトのせん断に対する許容応力度及び材料強度を定める件,建設省告示第千四百五十一号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006499.pdf,priority_accept_org: 建築指導課
建築物の使用上の支障が起こらないことを確かめる必要がある場合及びその確認方法を定める件,建設省告示第千四百五十九号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006503.pdf,priority_accept_org: 建築指導課
多雪区域を指定する基準及び垂直積雪量を定める基準を定める件,建設省告示第千四百五十五号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006501.pdf,priority_accept_org: 建築指導課
コンクリートの付着、引張り及びせん断に対する許容応力度及び材料強度を定める件,建設省告示第千四百五十号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006498.pdf,priority_accept_org: 建築指導課
学校の木造の校舎の日本工業規格を指定する件,建設省告示第千四百五十三号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006500.pdf,priority_accept_org: 建築指導課
木材の基準強度Fc、Ft、Fb及びFsを定める件,建設省告示第千四百五十二号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006531.pdf,priority_accept_org: 建築指導課
鉄骨造の柱の脚部を基礎に緊結する構造方法の基準を定める件,建設省告示第千四百五十六号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006502.pdf,priority_accept_org: 建築指導課
難燃材料でした内装の仕上げに準ずる仕上げを定める件,建設省告示第千四百三十九号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006491.pdf,priority_accept_org: 建築指導課
地階における住宅等の居室に設ける開口部及び防水層の設置方法を定める件,建設省告示第千四百三十号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006485.pdf,priority_accept_org: 建築指導課
耐火性能検証法に関する算出方法等を定める件,建設省告示第千四百三十三号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006487.pdf,priority_accept_org: 建築指導課
通常の火災時に生ずる煙を有効に排出することができる特殊な構造の排煙設備の構造方法を定める件,建設省告示第千四百三十七号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006489.pdf,priority_accept_org: 建築指導課
可燃物燃焼温度を定める件,建設省告示第千四百三十二号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006486.pdf,priority_accept_org: 建築指導課
屋外からの進入を防止する必要がある特別の理由を定める件,建設省告示第千四百三十八号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006490.pdf,priority_accept_org: 建築指導課
火災が発生した場合に避難上支障のある高さまで煙又はガスの降下が生じない建築物の部分を定める件,建設省告示第千四百三十六号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006488.pdf,priority_accept_org: 建築指導課
階避難安全検証法に関する算出方法等を定める件,建設省告示第千四百四十一号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006493.pdf,priority_accept_org: 建築指導課
煙突、鉄筋コンクリート造の柱等、広告塔又は高架水槽及び擁壁並びに乗用エレベーター又はエスカレーターの構造計算の基準を改める件,建設省告示第千四百四十九号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006497.pdf,priority_accept_org: 建築指導課
火災の発生のおそれの少ない室を定める件,建設省告示第千四百四十号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006492.pdf,priority_accept_org: 建築指導課
防火上支障のない外壁及び屋根の構造を定める件,建設省告示第千四百四十三号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006495.pdf,priority_accept_org: 建築指導課
安全上又は防火上重要である建築物の部分等を定める件,建設省告示第千四百四十四号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201706/00006707.pdf,priority_accept_org: 建築指導課
全館避難安全検証法に関する算出方法等を定める件,建設省告示第千四百四十二号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006494.pdf,priority_accept_org: 建築指導課
建築物の基礎、主要構造部等に使用する建築材料並びにこれらの建築材料が適合すべき日本工業規格又は日本農林規格及び品質に関する技術的基準を定める件,建設省告示第千四百四十六号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201706/00006705.pdf,priority_accept_org: 建築指導課
非常用の照明装置を設けることを要しない避難階又は避難階の直上階若しくは直下階の居室で避難上支障がないものその他これらに類するものを定める件,建設省告示第千四百十一号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006468.pdf,priority_accept_org: 建築指導課
遊戯施設の構造耐力上安全な構造方法及び構造計算、遊戯施設強度検証法の対象となる遊戯施設、遊戯施設強度検証法並びに遊戯施設の周囲の人の安全を確保することができる構造方法を定める件,建設省告示第千四百十九号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006476.pdf,priority_accept_org: 建築指導課
用途が特殊なエレベーター及び当該エレベーターのかごの積載荷重を定める件,建設省告示第千四百十五号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006472.pdf,priority_accept_org: 建築指導課
特殊な構造又は使用形態のエレベーター及びエスカレーターの構造方法を定める件,建設省告示第千四百十三号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006470.pdf,priority_accept_org: 建築指導課
エレベーター強度検証法の対象となるエレベーター、エレベーター強度検証法及び屋外に設けるエレベーターに関する構造計算の基準を定める件,建設省告示第千四百十四号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006471.pdf,priority_accept_org: 建築指導課
通常の使用状態において人又は物が挟まれ、又は障害物に衝突することがないようにしたエスカレーターの構造及びエスカレーターの勾配に応じた踏段の定格速度を定める件,建設省告示第千四百十七号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006474.pdf,priority_accept_org: 建築指導課
建築物に設ける換気、暖房又は冷房の設備の風道及びダストシュート、メールシュート、リネンシュートその他これらに類するものの設置に関して防火上支障がない部分を定める件,建設省告示第千四百十二号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006469.pdf,priority_accept_org: 建築指導課
エスカレーター強度検証法の対象となるエスカレーター及びエスカレーターの強度検証法を定める件,建設省告示第千四百十八号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006475.pdf,priority_accept_org: 建築指導課
防火上支障のないエレベーターのかご及び昇降路並びに小荷物専用昇降機の昇降路を定める件,建設省告示第千四百十六号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006473.pdf,priority_accept_org: 建築指導課
エレベーターの制御器の構造方法を定める件,建設省告示第千四百二十九号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006484.pdf,priority_accept_org: 建築指導課
雷撃によって生ずる電流を建築物に被害を及ぼすことなく安全に地中に流すことができる避雷設備の構造方法を定める件,建設省告示第千四百二十五号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006480.pdf,priority_accept_org: 建築指導課
エレベーターの制動装置の構造方法を定める件,建設省告示第千四百二十三号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006478.pdf,priority_accept_org: 建築指導課
エスカレーターの制動装置の構造方法を定める件,建設省告示第千四百二十四号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006479.pdf,priority_accept_org: 建築指導課
遊戯施設の非常止め装置の構造方法を定める件,建設省告示第千四百二十七号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006482.pdf,priority_accept_org: 建築指導課
準耐火構造の防火区画等を貫通する給水管、配電管その他の管の外径を定める件,建設省告示第千四百二十二号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006477.pdf,priority_accept_org: 建築指導課
非常用エレベーターの機能を確保するために必要な構造方法を定める件,建設省告示第千四百二十八号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006483.pdf,priority_accept_org: 建築指導課
遊戯施設の客席部分の構造方法を定める件,建設省告示第千四百二十六号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006481.pdf,priority_accept_org: 建築指導課
超高層建築物の構造耐力上の安全性を確かめるための構造計算の基準を定める件,建設省告示第千四百六十一号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006505.pdf,priority_accept_org: 建築指導課
木造の継手及び仕口の構造方法を定める件,建設省告示第千四百六十号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006504.pdf,priority_accept_org: 建築指導課
鉄筋の継手の構造方法を定める件,建設省告示第千四百六十三号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006506.pdf,priority_accept_org: 建築指導課
鉄骨造の継手又は仕口の構造方法を定める件,建設省告示第千四百六十四号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006507.pdf,priority_accept_org: 建築指導課
建築基準法施行令第百三十六条の二の十一第一号イ（2）等の国土交通大臣の指定する構造方法を定める件,建設省告示第千四百六十七号,2000-05-31,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006508.pdf,priority_accept_org: 建築指導課
耐火構造の構造方法を定める件,建設省告示第千三百九十九号,2000-05-30,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201706/00006704.pdf,priority_accept_org: 建築指導課
準不燃材料を定める件,建設省告示第千四百一号,2000-05-30,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006466.pdf,priority_accept_org: 建築指導課
不燃材料を定める件,建設省告示第千四百号,2000-05-30,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006465.pdf,priority_accept_org: 建築指導課
難燃材料を定める件,建設省告示第千四百二号,2000-05-30,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006467.pdf,priority_accept_org: 建築指導課
建築物に設ける飲料水の配管設備の構造方法を定める件,建設省告示第千三百九十号,2000-05-29,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006463.pdf,priority_accept_org: 建築指導課
屋上から突出する水槽、煙突等の構造計算の基準を定める件,建設省告示第千三百八十九号,2000-05-29,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006462.pdf,priority_accept_org: 建築指導課
建築設備の構造耐力上安全な構造方法を定める件,建設省告示第千三百八十八号,2000-05-29,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006461.pdf,priority_accept_org: 建築指導課
くみ取便所並びに特殊建築物及び特定区域の便所の構造方法並びに改良便槽内の汚水の温度の低下を防止するための措置の基準を定める件,建設省告示第千三百八十六号,2000-05-29,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006460.pdf,priority_accept_org: 建築指導課
建築物の界壁、間仕切壁又は隔壁を貫通する風道に設ける防火設備の構造方法を定める件,建設省告示第千三百七十七号,2000-05-26,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006459.pdf,priority_accept_org: 建築指導課
防火区画を貫通する風道に防火設備を設ける方法を定める件,建設省告示第千三百七十六号,2000-05-26,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006458.pdf,priority_accept_org: 建築指導課
特定防火設備の構造方法を定める件,建設省告示第千三百六十九号,2000-05-25,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006457.pdf,priority_accept_org: 建築指導課
防火地域又は準防火地域内の建築物の屋根の構造方法を定める件,建設省告示第千三百六十五号,2000-05-25,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006454.pdf,priority_accept_org: 建築指導課
準耐火建築物と同等の性能を有する建築物等の屋根の構造方法を定める件,建設省告示第千三百六十七号,2000-05-25,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006455.pdf,priority_accept_org: 建築指導課
床又はその直下の天井の構造方法を定める件,建設省告示第千三百六十八号,2000-05-25,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006456.pdf,priority_accept_org: 建築指導課
防火構造の構造方法を定める件,建設省告示第千三百五十九号,2000-05-24,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006450.pdf,priority_accept_org: 建築指導課
準耐火構造の構造方法を定める件,建設省告示第千三百五十八号,2000-05-24,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201706/00006703.pdf,priority_accept_org: 建築指導課
特定行政庁が防火地域及び準防火地域以外の市街地について指定する区域内における屋根の構造方法を定める件,建設省告示第千三百六十一号,2000-05-24,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006452.pdf,priority_accept_org: 建築指導課
防火設備の構造方法を定める件,建設省告示第千三百六十号,2000-05-24,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006451.pdf,priority_accept_org: 建築指導課
木造建築物等の外壁の延焼のおそれのある部分の構造方法を定める件,建設省告示第千三百六十二号,2000-05-24,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006453.pdf,priority_accept_org: 建築指導課
木造の建築物に物置等を設ける場合に階の床面積に加える面積を定める件,建設省告示第千三百五十一号,2000-05-23,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006443.pdf,priority_accept_org: 建築指導課
補強コンクリートブロック造の塀の構造耐力上の安全性を確かめるための構造計算の基準を定める件,建設省告示第千三百五十五号,2000-05-23,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006447.pdf,priority_accept_org: 建築指導課
補強された組積造の建築物の部分等の構造耐力上の安全性を確かめるための構造計算の基準を定める件,建設省告示第千三百五十三号,2000-05-23,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006445.pdf,priority_accept_org: 建築指導課
組積造の建築物等を補強する構造方法を定める件,建設省告示第千三百五十四号,2000-05-23,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006446.pdf,priority_accept_org: 建築指導課
木造建築物の軸組の設置の基準を定める件,建設省告示第千三百五十二号,2000-05-23,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006444.pdf,priority_accept_org: 建築指導課
鉄骨造の建築物について一の柱のみの火熱による耐力の低下によって建築物全体が容易に倒壊するおそれがある場合等を定める件,建設省告示第千三百五十六号,2000-05-23,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006448.pdf,priority_accept_org: 建築指導課
木造の柱の構造耐力上の安全性を確かめるための構造計算の基準を定める件,建設省告示第千三百四十九号,2000-05-23,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006442.pdf,priority_accept_org: 建築指導課
建築物の基礎の構造方法及び構造計算の基準を定める件,建設省告示第千三百四十七号,2000-05-23,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006441.pdf,priority_accept_org: 建築指導課
都市再開発関連公共施設整備促進事業補助金交付要綱,建設省住街発第二二号,2000-03-24,建設省都市局長、住宅局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/046/77000207/77000207.html,strong_accept: 都市再開発
都市再開発関連公共施設整備促進事業制度要綱,建設省都再発第二〇号,2000-03-24,建設事務次官通知,http://www.mlit.go.jp/notice/noticedata/sgml/046/77000206/77000206.html,strong_accept: 都市再開発
土地区画整理法施行令第六十二条の二第四号の規定による同条第一号から第三号までに掲げる者と同等以上の知識及び経験を有する者,建設省告示第三十八号,2000-01-13,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/2000/21aa0177/21aa0177.html,strong_accept: 土地区画整理
土地区画整理法施行令第六十二条の三第二号の規定に基づく土地区画整理士技術検定の学科試験の免除を受けることができる者及び免除の範囲,建設省告示第一号,2000-01-07,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/2000/21aa0172/21aa0172.html,strong_accept: 土地区画整理
車いす利用者の乗合バス等の乗車について,自環第二三七号,1999-12-10,運輸省自動車交通局旅客課長・技術安全部保安・環境課長,http://www.mlit.go.jp/notice/noticedata/sgml/114/82000205/82000205.html,priority_accept_keyword: 車いす
車いす利用者の乗合バス等の乗車について,自環第二三六号,1999-12-10,国土交通省自動車交通局長,http://www.mlit.go.jp/notice/noticedata/sgml/113/82000204/82000204.html,priority_accept_keyword: 車いす
ナトリウム・硫黄電池を設置する建築物に係る建築基準法第四八条第四項から第一〇項までの規定に関する許可の運用について,建設省住街発第六五号,1999-07-12,住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000287/81000287.html,strong_accept: 建築基準法
建築基準法施行令第二条の二第三号の規定に基づく建築基準法第七十七条の十八第一項の確認検査の業務と同等以上の知識及び能力を要する業務,建設省告示第千三百十四号,1999-06-03,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006440.pdf,priority_accept_org: 建築指導課
建築基準法の一部を改正する法律の一部の施行について,建設省住指発第二〇一号,1999-04-28,住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000285/81000285.html,strong_accept: 建築基準法
建築基準法の一部を改正する法律の一部の施行について,建設省住指発第二〇二号,1999-04-28,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000286/81000286.html,priority_accept_org: 建築指導課
建築基準法第五二条第一一項第一号の規定の運用について,建設省住街発第四五号,1999-04-16,住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000283/81000283.html,strong_accept: 建築基準法
許認可等の審査・処理期間について,建設省住街発第四六号,1999-04-16,建設省住宅局建築指導課長・建設省住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000284/81000284.html,priority_accept_org: 建築指導課
都市開発資金(市街地再開発事業等資金)の活用にあたっての留意事項について,建設省住街発第四二号,1999-04-01,建設省都市局都市再開発防災課長、建設省住宅局市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/047/77000238/77000238.html,strong_accept: 都市再開発
建設業の譲渡に係る建設業法上の事務取扱いの円滑化等について,建設省経建発第三五〇号,1998-12-24,建設経済局建設業課長,http://www.mlit.go.jp/notice/noticedata/sgml/005/74000147/74000147.html,strong_accept: 建設業法
都市局所管再開発緊急促進事業の運用について,建設省都再発第一四五号,1998-12-11,建設省都市局都市再開発防災課長,http://www.mlit.go.jp/notice/noticedata/sgml/046/77000202/77000202.html,strong_accept: 都市再開発
都市計画法の一部改正等について,建設省経民発第六七号,1998-11-20,建設省建設経済局長建設省都市局長,http://www.mlit.go.jp/notice/noticedata/sgml/030/76000088/76000088.html,strong_accept: 都市計画法
都市再開発法の一部改正に伴う留意事項について,建設省住街発第八七—四号,1998-08-28,建設省都市局都市計画課長・建設省都市局都市再開発防災課長・建設省住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/046/77000199/77000199.html,strong_accept: 都市再開発
都市再開発法及び都市開発資金の貸付けに関する法律の一部改正について,建設省住街発第八七—二号,1998-08-28,建設省都市局長・住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/046/77000198/77000198.html,strong_accept: 都市再開発
建築士法の一部を改正する法律等の施行について,建設省住指発第四一〇号,1998-07-22,建設省住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000311/81000311.html,strong_accept: 建築士法
都市再開発法の認可に関する適正な手続の確保について,建設省住街発第七三号,1998-07-07,建設省都市局都市再開発防災課長、住宅局市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/046/77000195/77000195.html,strong_accept: 都市再開発
都市再開発関連公共施設整備促進事業に係る再評価実施要領細目及び新規事業採択時評価要領実施細目について,建設省住街発第七四—二号,1998-07-07,,http://www.mlit.go.jp/notice/noticedata/sgml/046/77000197/77000197.html,strong_accept: 都市再開発
市街化調整区域における倉庫業の用に供する施設に係る開発許可について,貨施第四九号,1998-07-06,運輸政策局貨物流通施設課長,http://www.mlit.go.jp/notice/noticedata/sgml/116/82000289/82000289.html,strong_accept: 開発許可
建築基準法の一部を改正する法律の公布について,建設省住指発第三二九号,1998-06-30,住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000281/81000281.html,strong_accept: 建築基準法
土地区画整理事業による個性ある街づくりの推進について,建設省都区発第四〇号,1998-05-06,建設省都市局区画整理課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000133/77000133.html,strong_accept: 土地区画整理
都市再開発関連公共施設整備促進事業の実施について,建設省都再発第四二—三号,1998-04-08,建設省都市局都市再開発防災課長、街路課長、区画整理課長、住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/046/77000193/77000193.html,strong_accept: 都市再開発
屎尿浄化槽の処理対象人員の算定方式について,建設省住指発第一六七号,1998-03-31,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000279/81000279.html,priority_accept_org: 建築指導課
海洋建築物の取扱いについて,建設省住指発第一六八号,1998-03-31,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000280/81000280.html,priority_accept_org: 建築指導課
建築士事務所の廃業等の届出について,建設省住指発第二二五号,1998-03-31,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000310/81000310.html,priority_accept_org: 建築指導課
駐車場法に基づく諸施策の円滑な実施について,建設省都街発第五号,1998-02-12,建設省都市局街路課長,http://www.mlit.go.jp/notice/noticedata/sgml/049/77000301/77000301.html,strong_accept: 駐車場法
土地区画整理補助事業の実施細目の改定について,建設省都区発第一号,1998-01-22,建設省都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/043/77000131/77000131.html,strong_accept: 土地区画整理
土地区画整理事業調査要綱の改定について,建設省都区発第二号,1998-01-22,建設省都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000132/77000132.html,strong_accept: 土地区画整理
「都市防災構造化対策の推進について」の運用について,建設省都防発第一〇号,1997-10-17,建設省都市局都市再開発防災課都市防災対策室長通知,http://www.mlit.go.jp/notice/noticedata/sgml/047/77000224/77000224.html,strong_accept: 都市再開発
都市計画法及び建築基準法の一部改正について,建設省都計発第八三号,1997-09-01,建設事務次官,http://www.mlit.go.jp/notice/noticedata/sgml/030/76000080/76000080.html,strong_accept: 建築基準法 / strong_accept: 都市計画法
都市計画法及び建築基準法の一部を改正する法律の一部の施行について,建設省住街発第七三号,1997-06-13,住宅局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000275/81000275.html,strong_accept: 建築基準法 / strong_accept: 都市計画法
都市計画法及び建築基準法の一部を改正する法律の一部の施行について,建設省住街発第七二号,1997-06-13,事務次官通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000274/81000274.html,strong_accept: 建築基準法 / strong_accept: 都市計画法
枠組壁工法の技術的基準の運用について,建設省住指発第二五五号,1997-05-30,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000273/81000273.html,priority_accept_org: 建築指導課
個人施行者が施行する土地区画整理事業において保留地を定めた場合における当該保留地の処分に係る所得税の取扱いについて,建設省都区発第三二号,1997-04-24,建設省都市局区画整理課長、建設省都市局都市再開発防災課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/043/77000130/77000130.html,strong_accept: 都市再開発 / strong_accept: 土地区画整理
