notice_name,document_number,document_date,organization,url,match_reason
メニュー方式による住宅供給に係る建築基準法上の手続について,建設省住指発第九五号,1985-03-07,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000111/81000111.html,priority_accept_org: 建築指導課
敷地共同利用の促進のための建築基準法第八六条第一項の規定の運用について,建設省住街発第五号,1985-02-08,住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000109/81000109.html,strong_accept: 建築基準法
敷地共同利用に係る建築基準法第八六条第一項の認定準則に関する技術基準について,建設省住街発第六号,1985-02-08,住宅局市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000110/81000110.html,strong_accept: 建築基準法
建築物の省エネルギー対策の推進について,住指発第五〇号,1985-02-01,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000314/81000314.html,priority_accept_org: 建築指導課
一級建築士の登録並びに建築士及び建築士事務所に関する報告等の事務取扱要領について,住指発第四八三号,1984-12-24,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000305/81000305.html,priority_accept_org: 建築指導課
既存建築物に対する防災指導の徹底について,建設省住防発第三三号,1984-11-21,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000108/81000108.html,priority_accept_org: 建築指導課
建設業法施行令第二十七条の三第三項の規定による種目、種別及び施工技術検定規則第一条第二項の規定による学科試験科目及び実地試験科目,建設省告示第千二百五十四号,1984-08-27,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1984/26228a02/26228a02.html,strong_accept: 建設業法
都市再開発法による第一種市街地再開発事業に係る租税特別措置法施行規則第一七条第一項第一号ロ及び第二二条の四第一項第一号ロの規定の運用について,建設省住街発第五四号,1984-08-01,建設省都市局都市再開発課長・建設省住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000153/77000153.html,strong_accept: 都市再開発
建築物の防災改修に係る融資について,建設省住指発第二二二号,1984-06-28,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000107/81000107.html,priority_accept_org: 建築指導課
建築基準法第七条の二に規定する建築物の建築の工事であることの確認について,建設省住指発第二一四号,1984-06-21,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000106/81000106.html,priority_accept_org: 建築指導課
市街地再開発事業等における商業調整等について,住街発第四五号,1984-05-23,建設省都市局都市計画課長・建設省都市局都市再開発課長・建設省住宅局市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000150/77000150.html,strong_accept: 都市再開発
市街地再開発事業等における商業調整について,住街発第四六号,1984-05-23,建設省都市局都市計画課長・建設省都市局都市再開発課長・建設省住宅局市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000151/77000151.html,strong_accept: 都市再開発
建築基準法第一二条の規定に基づく定期報告対象建築物等の指定について,建設省住防発第一四号,1984-05-09,住宅局建築指導課建築物防災対策室長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000105/81000105.html,priority_accept_org: 建築指導課
第一種住居専用地域内における三階建住宅の高さ制限の緩和について,建設省住街発第三五号,1984-04-19,住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000104/81000104.html,strong_accept: 高さ制限
建築基準法第五二条第三項の許可準則に関する技術基準について,建設省住街発第三三号,1984-04-19,住宅局市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000102/81000102.html,strong_accept: 建築基準法
建築基準法第一二条の規定に基づく定期報告対象建築物等の指定について,建設省住指発第一二五号,1984-04-02,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000100/81000100.html,priority_accept_org: 建築指導課
建築士法及び建築基準法の一部を改正する法律等の施行について,建設省住指発第一一六号,1984-03-31,,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000099/81000099.html,strong_accept: 建築基準法 / strong_accept: 建築士法
建築士法及び建築基準法の一部を改正する法律等の施行について,住指発第一一五号,1984-03-31,,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000303/81000303.html,strong_accept: 建築基準法 / strong_accept: 建築士法
建築士法及び建築基準法の一部を改正する法律等の施行について,住指発第一一六号,1984-03-31,,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000304/81000304.html,strong_accept: 建築基準法 / strong_accept: 建築士法
建設業法施行令第二十七条の七の規定による昭和四十五年建設省告示第七百五十八号に定めるほか、技術検定の学科試験又は実地試験の免除を受けることができる者及び免除の範囲,建設省告示第百十八号,1984-02-06,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1984/26236a01/26236a01.html,strong_accept: 建設業法
建設業法施行令第二十七条の三第三項の規定による種目、種別及び施工技術検定規則第一条第二項の規定による学科試験科目及び実地試験科目,建設省告示第千五百八号,1983-08-31,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1983/26228a01/26228a01.html,strong_accept: 建設業法
建築基準法施行令第八十条の二第二号の規定に基づくプレストレストコンクリート造の建築物又は建築物の構造部分の構造方法に関する安全上必要な技術的基準等,建設省告示第千三百二十号,1983-07-25,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006632.pdf,priority_accept_org: 建築指導課
土地区画整理法による公共施設管理者の負担金制度を活用した都市計画街路事業の推進について,建設省都街発第一七号,1983-06-15,建設省都市局街路課長・建設省都市局区画整理課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/031/76000111/76000111.html,strong_accept: 土地区画整理
旅館及びホテルの防災対策の推進について(防火避難施設の改修にかかる融資について),建設省住防発第一五号,1983-05-30,住宅局建築物防災対策室長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000098/81000098.html,strong_accept: 防火 / strong_accept: 避難
旅館、ホテル等の防災対策の推進及び消防庁の防火基準適合表示制度の取扱いについて,建設省住防発第一四号,1983-04-15,住宅局建築物防災対策室長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000097/81000097.html,strong_accept: 防火
地方税法附則第一六条第五項又は第六項に基づく市街地再開発事業等に係る固定資産税の減額措置の取扱いについて,建設省住街発第五〇号,1983-04-01,建設省都市局都市再開発課長・建設省住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000149/77000149.html,strong_accept: 都市再開発
旅館及びホテルの防災対策の推進について,建設省住防発第一号,1983-01-31,住宅局建築指導課建築物防災対策室長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000096/81000096.html,priority_accept_org: 建築指導課
建設業法施行規則別記様式第十五号及び第十六号の国土交通大臣の定める勘定科目の分類,建設省告示第千六百六十号,1982-10-12,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1982/26220000/26220000.html,strong_accept: 建設業法
都市計画法に基づく区域区分の見直しに伴い国土利用計画法の運用において留意すべき事項について,57国土利第四一三号,1982-09-30,通知,http://www.mlit.go.jp/notice/noticedata/sgml/019/75000035/75000035.html,strong_accept: 都市計画法
都市再開発方針の策定とこれに基づく再開発の推進について,住街発第四二号,1982-05-27,建設省都市局都市計画課長・建設省都市局都市再開発課長・建設省都市局区画整理課長・建設省住宅局住宅建設課長・建設省住宅局市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000148/77000148.html,strong_accept: 都市再開発
旅館及びホテルの防災計画の指導等について,建設省住防発第一六号,1982-05-20,住宅局建築指導課建築物防災対策室長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000095/81000095.html,priority_accept_org: 建築指導課
建築物防災対策要綱に基づく特定の既存建築物の防災対策の推進について,建設省住防発第八号,1982-02-27,住宅局建築指導課建築物防災対策室長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000094/81000094.html,priority_accept_org: 建築指導課
定期調査等の報告件数等の報告について,建設省住防発第三号,1982-01-26,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000093/81000093.html,priority_accept_org: 建築指導課
建築基準法施行規則の一部改正について,建設省住指発第三一九号,1981-12-28,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000092/81000092.html,priority_accept_org: 建築指導課
都市計画法及び建築基準法の一部改正について,建設省計民発第二九号,1981-10-06,計画局長・都市局長・住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000091/81000091.html,strong_accept: 建築基準法 / strong_accept: 都市計画法
都市計画法及び建築基準法の一部改正について,建設省計民発第二九号,1981-10-06,建設省計画局長、建設省都市局長、建設省住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/028/76000028/76000028.html,strong_accept: 建築基準法 / strong_accept: 都市計画法
農住組合の行う土地区画整理事業について,建設省都区発第三八号,1981-10-06,建設省都市局区画整理課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/022/75000118/75000118.html,strong_accept: 土地区画整理
農住組合の行う土地区画整理事業について,建設省都区発第三六号,1981-09-24,建設省都市局長,http://www.mlit.go.jp/notice/noticedata/sgml/022/75000117/75000117.html,strong_accept: 土地区画整理
溶接の高度の品質を確保し得る作業方法の条件について,建設省住指発第二二〇号,1981-09-01,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000090/81000090.html,priority_accept_org: 建築指導課
建築物防災対策要綱に基づく対象建築物のうち未計画のもの等の状況報告について,建設省住防発第二六号,1981-08-10,住宅局建築指導課建築物防災対策室長,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000089/81000089.html,priority_accept_org: 建築指導課
都市計画法及び建築基準法の一部改正について,都計発第一〇九号,1981-08-05,建設事務次官,http://www.mlit.go.jp/notice/noticedata/sgml/028/76000027/76000027.html,strong_accept: 建築基準法 / strong_accept: 都市計画法
消防庁の表示・公表制度について,建設省住防発第二二号,1981-06-16,住宅局建築指導課建築物防災対策室長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000088/81000088.html,priority_accept_org: 建築指導課
建築基準法施行令第百二十九条の二の二第一項第九号の規定に基づく三階以上の階を共同住宅の用途に供する建築物の住戸に設けるガスの配管設備の基準,建設省告示第千九十九号,1981-06-01,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006626.pdf,priority_accept_org: 建築指導課
建築基準法施行令第百十五条第一項第一号から第三号までの規定を適用しないことにつき防火上支障がない煙突の基準を定める件,建設省告示第千九十八号,1981-06-01,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006625.pdf,priority_accept_org: 建築指導課
建築基準法施行令第百三十六条の三第五項第三号イただし書の規定に基づく腹起しに用いる木材の許容応力度,建設省告示第千百五号,1981-06-01,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006629.pdf,priority_accept_org: 建築指導課
建築基準法施行令第四十六条第四項表一（一）項から（七）項までに掲げる軸組と同等以上の耐力を有する軸組及び当該軸組に係る倍率の数値,建設省告示第千百号,1981-06-01,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006627.pdf,priority_accept_org: 建築指導課
建築基準法施行令第百十五条第一項第八号の規定に基づくボイラーの燃料消費量並びにボイラーの煙突の煙道接続口の中心から頂部までの高さの基準及び防火上必要な構造の基準,建設省告示第千百十二号,1981-06-01,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006631.pdf,priority_accept_org: 建築指導課
建築基準法施行令第七十四条第一項第二号の規定に基づく設計基準強度との関係において安全上必要なコンクリートの強度の基準及び同条第二項の規定に基づくコンクリートの強度試験,建設省告示第千百二号,1981-06-01,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006628.pdf,priority_accept_org: 建築指導課
建築基準法施行令第七十七条第三号の規定に基づく鉄筋コンクリート造の柱の帯筋比を算出する方法,建設省告示第千百六号,1981-06-01,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006630.pdf,priority_accept_org: 建築指導課
換地を伴う土地改良事業及び土地区画整理事業と地籍調査との調整等について,56国土国第一九八号,1981-05-26,国土庁土地局長,http://www.mlit.go.jp/notice/noticedata/sgml/023/75000149/75000149.html,strong_accept: 土地区画整理
建築基準法施行令の一部改正(一般構造及び建築設備関係)について,建設省住指発第九九号,1981-05-01,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000087/81000087.html,priority_accept_org: 建築指導課
建築基準法施行令の一部改正(構造方法関係)について,住指発第九七号,1981-05-01,,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000086/81000086.html,strong_accept: 建築基準法 / strong_accept: 構造方法
建築基準法施行令の一部改正(構造計算関係)について,住指発第九六号,1981-05-01,,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000085/81000085.html,strong_accept: 建築基準法 / strong_accept: 構造計算
都市再開発法の一部改正について,住街発第一八号,1981-04-01,,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000144/77000144.html,strong_accept: 都市再開発
建設業法施行令第二十七条の七の規定による昭和四十五年建設省告示第七百五十八号に定めるほか、技術検定の学科試験又は実地試験の免除を受けることができる者及び免除の範囲,建設省告示第五百六号,1981-03-16,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1981/26236a00/26236a00.html,strong_accept: 建設業法
土地区画整理事業の施行地区に係る宅地利用の促進方策について,建設省都区発第六七号,1980-12-10,都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/043/77000107/77000107.html,strong_accept: 土地区画整理
建築基準法施行令第十九条第三項ただし書の規定に基づく照明設備の設置、有効な採光方法の確保その他これらに準ずる措置の基準及び居室の窓その他の開口部で採光に有効な部分の面積のその床面積に対する割合で国土交通大臣が別に定めるもの,建設省告示第千八百号,1980-12-01,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006624.pdf,priority_accept_org: 建築指導課
建築物の地震に対する安全性を確かめるために必要な構造計算の基準を定める件,建設省告示第千七百九十一号,1980-11-27,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006622.pdf,priority_accept_org: 建築指導課
建築基準法施行令第八十二条の二の規定に基づく特定建築物,建設省告示第千七百九十号,1980-11-27,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1980/26041000/26041000.html,strong_accept: 建築基準法
建築基準法施行令第八十八条第一項、第二項及び第四項の規定に基づくZの数値、Rt及びAiを算出する方法並びに地盤が著しく軟弱な区域として特定行政庁が指定する基準,建設省告示第千七百九十三号,1980-11-27,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006623.pdf,priority_accept_org: 建築指導課
建築基準法施行令の一部改正について,建設省住指発第二三一号,1980-09-18,住宅局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000084/81000084.html,strong_accept: 建築基準法
地震防災対策強化地域における地震対策緊急整備事業に係る国の財政上の特別措置に関する法律第三条第一項及び大規模地震対策特別措置法施行令第二条第一号の規定に基づく緊急輸送を確保するため必要な港湾施設の基準及び津波により生ずる被害の発生を防止し、又は軽減することにより円滑な避難を確保するため必要な海岸保全施設の基準,運輸省告示第三百四十六号,1980-07-18,運輸省,http://www.mlit.go.jp/notice/noticedata/sgml/1980/25071000/25071000.html,strong_accept: 避難
地震防災対策強化地域における地震対策緊急整備事業に係る国の財政上の特別措置に関する法律第三条第一項及び大規模地震対策特別措置法施行令第二条第一号の規定に基づく避難地等に係る主務大臣が定める基準,建設省告示第千三百二十一号,1980-07-18,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1980/25069000/25069000.html,strong_accept: 避難
屎尿浄化槽及び合併処理浄化槽の構造方法を定める件,建設省告示第千二百九十二号,1980-07-14,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006621.pdf,priority_accept_org: 建築指導課
建築基準法第一二条の規定に基づく定期検査に係る昇降機の指定方針(案)について,建設省住指発第二三二号,1979-11-08,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/099/81000082/81000082.html,priority_accept_org: 建築指導課
建築物防災対策要綱に基づく措置状況の報告について,建設省住指発第二二七号,1979-10-30,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000081/81000081.html,priority_accept_org: 建築指導課
中小雑居ビルの防災対策の推進について,建設省住指発第一六〇号,1979-07-23,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000080/81000080.html,priority_accept_org: 建築指導課
建築物の防災対策の推進について,建設省住指発第六一号,1979-03-30,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000077/81000077.html,priority_accept_org: 建築指導課
工事中の建築物の安全確保について,建設省住指発第八〇五号,1978-11-07,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000074/81000074.html,priority_accept_org: 建築指導課
水平震度の数値を減らす基準等について,建設省住指発第八〇六号,1978-11-07,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000075/81000075.html,priority_accept_org: 建築指導課
都市緑地保全法第五条第一項に基づく行為許可の基準の変更について,都緑対発第四号,1978-06-02,,http://www.mlit.go.jp/notice/noticedata/sgml/035/76000234/76000234.html,strong_accept: 都市緑地
都市緑地保全法第五条第一項に基づく行為許可の基準の変更について,都緑対発第三号,1978-06-01,,http://www.mlit.go.jp/notice/noticedata/sgml/035/76000233/76000233.html,strong_accept: 都市緑地
二以上の用途を兼ねる建築物に対する建築基準法施行令第一四七条の二の適用について,建設省住指発第八〇〇号,1977-11-24,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000072/81000072.html,priority_accept_org: 建築指導課
建築基準法の一部を改正する法律等の施行について,住指発第七七八号,1977-10-31,建設省住宅局建築指導課長・市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000071/81000071.html,priority_accept_org: 建築指導課
建築基準法の一部を改正する法律等の施行について,住指発第七七〇号,1977-10-28,建設事務次官,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000069/81000069.html,strong_accept: 建築基準法
建築基準法の一部を改正する法律等の施行について,住指発第七七一号,1977-10-28,建設省住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000070/81000070.html,strong_accept: 建築基準法
建築基準法施行令の一部を改正する政令(昭和五二年政令第二六六号)の公布について,都公緑発第一一二号,1977-10-28,,http://www.mlit.go.jp/notice/noticedata/sgml/034/76000198/76000198.html,strong_accept: 建築基準法
コンピュータにより構造計算を行う建築物の確認申請書の添付図書の省略について,建設省住指発第三四九号,1977-05-13,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000066/81000066.html,priority_accept_org: 建築指導課
宅地建物にかかる取引条件の明確化、工事施工の適正化、建築物の設計及び工事監理の適正化等について,計動発第六〇号,1976-12-11,建設省計画局長・住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/015/74000426/74000426.html,strong_accept: 工事監理
宅地建物にかかる取引条件の明確化、工事施工の適正化、建築物の設計及び工事監理の適正化等について,計動発第六一号,1976-12-11,建設省計画局長・住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/015/74000427/74000427.html,strong_accept: 工事監理
都市再開発法の一部改正について,都再発第一九号,1976-04-01,建設省都市局長・建設省住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000142/77000142.html,strong_accept: 都市再開発
減価補償金を交付すべきこととなる土地区画整理事業における公共施設充当用地の買取りに係る租税特別措置法施行規則第一四条第七項第五号の一〇及び第二二条の三第四項第一号の規定の運用について,建設省建計宅発第一〇五号,1975-12-24,計画局宅地開発課長及び都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/043/77000106/77000106.html,strong_accept: 土地区画整理
建築物に設ける飲料水の配管設備及び排水のための配管設備の構造方法を定める件,建設省告示第千五百九十七号,1975-12-20,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006620.pdf,priority_accept_org: 建築指導課
耐火構造等の指定申請及び防火材料等の認定申請の経路の変更等について,建設省住指発第二五六号,1975-04-30,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000065/81000065.html,priority_accept_org: 建築指導課
外装材等建築物の屋外に面する部分及び広告塔等建築物の屋外に取り付けるものの点検について,建設省住指発第二四九号,1975-04-17,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000064/81000064.html,priority_accept_org: 建築指導課
建築基準法施行令第二条第一項第五号の規定に基づく工作物の築造面積の算定方法,建設省告示第六百四十四号,1975-04-01,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006619.pdf,priority_accept_org: 建築指導課
建築基準法第一八条に規定する国の建築物の場合の取扱方法の改正について,建設省住街発第七号,1975-03-29,事務次官,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000063/81000063.html,strong_accept: 建築基準法
建築基準法等の一部改正について,建設省住街発第六号,1975-03-25,建設省住宅局市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000062/81000062.html,strong_accept: 建築基準法
建築基準法等の一部改正について,建設省住街発第五号,1975-03-24,住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000061/81000061.html,strong_accept: 建築基準法
建築基準法施行令第百十二条第十六項の規定に基づく風道の耐火構造等の防火区画を貫通する部分等にダンパーを設けないことにつき防火上支障がないと認める場合,建設省告示第千五百七十九号,1974-12-28,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006618.pdf,priority_accept_org: 建築指導課
建築基準法施行令第一一二条第一六項の規定に基づく建設大臣の指定及び同法第三八条の規定に基づく建設大臣の定める構造基準について,建設省住指発第九七三号,1974-12-28,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000060/81000060.html,priority_accept_org: 建築指導課
違反建築物の設計者等に対する通知について,建設省住指発第五九三号,1974-07-17,住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000059/81000059.html,priority_accept_org: 建築指導課
防火区画を貫通する風道に設ける防火設備の構造方法を定める件,建設省告示第二千五百六十五号,1973-12-28,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006617.pdf,priority_accept_org: 建築指導課
防火区画に用いる防火設備等の構造方法を定める件,建設省告示第二千五百六十三号,1973-12-28,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006615.pdf,priority_accept_org: 建築指導課
防火区画に用いる遮煙性能を有する防火設備の構造方法を定める件,建設省告示第二千五百六十四号,1973-12-28,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006616.pdf,priority_accept_org: 建築指導課
活動火山周辺地域における避難施設等の整備等に関する法律の施行について,48総第九〇九号,1973-10-18,農林事務次官・総理府総務副長官,http://www.mlit.go.jp/notice/noticedata/sgml/041/77000066/77000066.html,strong_accept: 避難
建築基準法施行令の一部改正について,建設省住指発第六六〇号,1973-09-17,住宅局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000058/81000058.html,strong_accept: 建築基準法
建設業法施行令第二十七条の三第三項の規定による種目、種別及び施工技術検定規則第一条第二項の規定による学科試験科目及び実地試験科目,建設省告示第八百六十号,1973-04-10,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1973/26228a00/26228a00.html,strong_accept: 建設業法
身体障害者の入居に係る公営住宅の管理について,住総発第一四号,1973-01-26,建設省住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/087/80000083/80000083.html,priority_accept_keyword: 身体障害者
用途地域等の決定と建築行政について,建設省住街発第八〇号,1972-10-25,住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000055/81000055.html,strong_accept: 用途地域
建築基準法の施行に関する報告について,住指発第六五七号,1972-08-15,建設事務次官,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000054/81000054.html,strong_accept: 建築基準法
都市計画法に基づく許可を要する開発行為に伴う国有財産である公共施設の取扱いについて,会発第六八六号,1972-08-01,建設省大臣官房会計課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/030/76000091/76000091.html,strong_accept: 都市計画法
建設業法の一部を改正する法律の施行及び運用について,建設省計建発第四六号,1972-03-18,計画局長,http://www.mlit.go.jp/notice/noticedata/sgml/013/74000364/74000364.html,strong_accept: 建設業法
建設業法第七条第一号イに掲げる者と同等以上の能力を有する者,建設省告示第三百五十一号,1972-03-08,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1972/26221a00/26221a00.html,strong_accept: 建設業法
建設業法第二条第一項の別表の上欄に掲げる建設工事の内容,建設省告示第三百五十号,1972-03-08,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1972/26219000/26219000.html,strong_accept: 建設業法
建設業法第七条第二号イ又はロに掲げる者と同等以上の知識及び技術又は技能を有する者,建設省告示第三百五十二号,1972-03-08,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1972/26222000/26222000.html,strong_accept: 建設業法
都市計画法第二九条の規定による許可を受けた開発区域内の土地の地目の変更登記について,法務省民事甲第六九九号,1972-02-16,回答,http://www.mlit.go.jp/notice/noticedata/sgml/030/76000092/76000092.html,strong_accept: 都市計画法
建築基準法第一二条第一項および第二項に規定する特殊建築物の定期調査報告および昇降機その他の建築設備の定期検査報告の推進について,住指発第九一八号,1971-12-28,,http://www.mlit.go.jp/notice/noticedata/sgml/098/81000053/81000053.html,strong_accept: 建築基準法
駐車場法及び関係法令の一部改正について,都再発第五四号,1971-10-16,建設省都市局長,http://www.mlit.go.jp/notice/noticedata/sgml/049/77000287/77000287.html,strong_accept: 駐車場法
建築基準法第二三条に規定する土塗壁と同等以上の延焼防止の効力を有する構造の基準について,建設省住指発第四八七号,1971-08-12,,http://www.mlit.go.jp/notice/noticedata/sgml/097/81000051/81000051.html,strong_accept: 建築基準法
建設業法施行令第二十七条の五第一項第四号及び第二項第三号の規定による昭和三十五年建設省告示第二千二百七号及び昭和三十七年建設省告示第二千七百五十五号に定める者のほか技術検定の受検資格を有する者,建設省告示第二百九十二号,1971-03-05,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1971/26232000/26232000.html,strong_accept: 建設業法
建築基準法施行令第三十九条第二項の規定に基づく屋根ふき材等の構造方法,建設省告示第百九号,1971-01-29,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006612.pdf,priority_accept_org: 建築指導課
建築基準法施行令第七十六条第二項の規定に基づく現場打コンクリートの型わく及び支柱の取りはずしに関する基準,建設省告示第百十号,1971-01-29,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006613.pdf,priority_accept_org: 建築指導課
建築基準法施行令第百二十九条の十三の三第六項の規定に基づく非常用エレベーターのかご及びその出入口の寸法並びにかごの積載荷重の数値を定める日本工業規格,建設省告示第百十二号,1971-01-29,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006614.pdf,priority_accept_org: 建築指導課
建築基準法の一部を改正する法律等の施行及び運用について,住指発第四四号,1971-01-29,のうち,http://www.mlit.go.jp/notice/noticedata/sgml/097/81000049/81000049.html,strong_accept: 建築基準法
建築基準法施行令第百二十六条の七第七号の規定に基づく非常用の進入口の機能を確保するために必要な構造の基準,建設省告示第千八百三十一号,1970-12-28,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006610.pdf,priority_accept_org: 建築指導課
非常用の照明装置の構造方法を定める件,建設省告示第千八百三十号,1970-12-28,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201706/00006702.pdf,priority_accept_org: 建築指導課
